Employee_ID,Department,Age,Gender,Years_At_Company,Job_Level,Weekly_Hours,Training_Hours,Projects_Completed,Attendance_Rate,Engagement_Score,Salary_Hike_Pct,Prev_Rating_1,Prev_Rating_2,Performance_Score,Attrition_Risk
EMP1229,Sales,25,Male,4,3,44,58,4,0.859595958932454,4.72864687685453,23,1,0,Medium,0.14767436707882908
EMP1230,Data Science,48,Male,8,2,43,63,3,0.8023742693338719,2.4981446098041644,17,1,1,Medium,0.0
EMP1231,Marketing,38,Male,11,5,45,40,6,0.8601311281121489,1.3231168554973745,9,0,0,Medium,0.5535530773371883
EMP1232,HR,33,Male,12,1,50,67,8,0.9156150098369663,2.54916469470132,23,2,1,Medium,0.12985413297690837
EMP1233,HR,43,Female,14,4,44,51,9,0.8751876750806586,3.400810188370323,5,0,0,Medium,0.06140362639572081
EMP1234,Engineering,38,Male,4,5,51,67,6,0.9069745511517511,3.0546106872853183,5,0,1,Medium,0.18289747562543532
EMP1235,Data Science,31,Non-Binary,13,5,53,91,5,0.9753196237670038,3.778167896149096,22,1,1,Medium,0.22323460331857384
EMP1236,Finance,22,Female,10,5,36,39,2,0.9824970108460738,1.2219357682716425,5,1,1,Low,0.582475663703569
EMP1237,Marketing,43,Female,12,1,58,34,2,0.8531948129308224,2.1381624410882245,9,1,1,Low,0.5191205881583569
EMP1238,Sales,47,Female,13,3,57,72,9,0.8924280946539802,4.276922307360409,13,2,1,High,0.21357301627435277
EMP1239,Data Science,39,Female,2,1,36,28,2,0.9098288030482903,1.3195747511654434,16,2,1,Low,0.8244682255430257
EMP1240,Data Science,35,Male,3,3,40,81,2,0.9898224913776494,4.421943818783831,13,1,1,Medium,0.0
EMP1241,HR,50,Female,6,5,53,17,3,0.9997234638328769,1.367584368308425,22,1,1,Low,0.7135036857101741
EMP1242,Engineering,33,Male,8,5,42,12,3,0.8470814497683054,4.337816859566785,15,1,1,Medium,0.0
EMP1243,Engineering,57,Female,8,4,37,76,4,0.9453959742691631,2.4431536043149067,5,1,1,Medium,0.15382656409120352
EMP1244,Marketing,56,Male,11,3,48,95,7,0.875606212446639,3.448836253028863,23,0,1,Medium,0.0
EMP1245,HR,33,Female,9,5,59,90,9,0.8016216393772427,1.6115484625919927,14,2,0,High,0.6808280866382657
EMP1246,Data Science,28,Female,7,2,50,26,2,0.8018505044871805,1.2646748869007234,6,0,1,Low,0.5791493569046251
EMP1247,Finance,50,Male,13,4,35,23,4,0.8921132015124512,1.8637528160805403,11,0,0,Low,0.5468224299038363
EMP1248,HR,32,Male,2,1,55,18,9,0.897666982600867,1.5114152716347822,24,1,1,Medium,0.45962997854612125
EMP1249,Marketing,54,Non-Binary,8,4,37,71,2,0.8045139393146886,2.249623590718527,6,1,1,Medium,0.0
EMP1250,Marketing,27,Female,7,2,56,30,1,0.9373854833548605,3.0575329860440807,23,0,2,Low,0.6627702394551922
EMP1251,HR,36,Female,8,3,52,85,8,0.8588006777189907,3.355037854260038,10,0,2,Medium,0.0
EMP1252,Marketing,53,Female,12,1,43,46,9,0.9119786203071899,4.159472429518972,14,1,0,High,0.0
EMP1253,HR,32,Male,3,1,40,20,7,0.8601838146330838,3.6249595729934345,13,1,1,Medium,0.0
EMP1254,Sales,44,Male,7,3,57,29,8,0.8334268629738615,3.435033300518212,12,1,1,Medium,0.6044938798031027
EMP1255,HR,47,Male,10,4,55,44,4,0.881434747719775,2.6471281099430986,15,1,0,Medium,0.022517093222693584
EMP1256,HR,55,Female,13,5,59,62,4,0.8464546729581002,2.8952337398405548,13,1,1,Medium,0.20162377905469556
EMP1257,Marketing,55,Male,9,4,35,56,2,0.9069601953838337,2.6580833175607244,24,2,1,Medium,0.0
EMP1258,Marketing,50,Female,3,2,55,84,8,0.8397657060572961,4.3686641202455325,24,1,2,High,0.009686603247587564
EMP1259,Engineering,25,Female,14,5,44,61,2,0.9016811953289254,1.9200018101935994,13,0,0,Medium,0.584539968125038
EMP1260,Engineering,38,Female,10,4,40,17,9,0.8314757029737736,1.0228837261678585,12,1,1,Medium,0.50286987158899
EMP1261,Sales,56,Female,6,3,57,13,4,0.934194941897157,3.605279588904957,19,1,1,Medium,0.3078282163518085
EMP1262,Engineering,34,Non-Binary,2,2,46,36,1,0.9507875368882848,1.8098487345553256,6,0,1,Low,0.8418355753572452
EMP1263,HR,36,Male,2,2,38,53,4,0.8220788468499868,4.560460545239238,5,1,2,Medium,0.0
EMP1264,Marketing,50,Female,5,2,47,49,3,0.8935604824074679,4.436185318826624,13,0,0,Medium,0.12463298110749446
EMP1265,Engineering,50,Female,5,5,51,56,6,0.8141743401309748,1.3069094877128236,13,0,1,Medium,0.28449915026000977
EMP1266,Engineering,32,Female,13,1,42,53,7,0.9196364891084005,1.4255536216563094,17,1,1,Medium,0.16018369047491024
EMP1267,Sales,53,Female,7,5,54,57,8,0.8528808595859291,2.980686368986665,12,1,0,High,0.0
EMP1268,Data Science,23,Male,12,4,37,94,2,0.9055248913677416,3.4368906510774186,9,2,1,Medium,0.0
EMP1269,Sales,35,Male,2,1,46,61,6,0.9034922018768583,2.099633349928963,7,1,1,Medium,0.21120893272529084
EMP1270,HR,41,Female,11,4,41,93,6,0.9848708692387601,3.8671908667974826,8,1,1,Medium,0.0214532918886416
EMP1271,Marketing,43,Male,14,1,46,77,5,0.9098166445137446,3.379664083675486,21,1,1,Medium,0.0
EMP1272,Sales,32,Female,13,5,36,20,7,0.9165996959436632,2.2992964389942188,20,1,1,Medium,0.0452624029980121
EMP1273,Engineering,48,Female,7,2,58,86,3,0.8803306251528761,1.1014859521692624,20,0,1,Medium,0.8189334036180166
EMP1274,Marketing,24,Male,5,3,48,82,4,0.9898159206365633,4.000601125194071,24,2,2,Medium,0.06209333956139913
EMP1275,Marketing,38,Female,14,2,56,13,9,0.9554371818879219,1.8590146633003308,7,2,1,Medium,0.920953140113627
EMP1276,Engineering,49,Male,6,5,57,85,4,0.8570810580605683,4.3378949738505135,10,0,1,Medium,0.3710078846974985
EMP1277,Sales,50,Female,8,1,39,82,3,0.9688419171552465,2.6811610402170207,5,0,2,Medium,0.0
EMP1278,Engineering,42,Female,10,2,43,86,2,0.886479272037018,3.3083097705270617,20,0,2,Medium,0.08277752143719178
EMP1279,Data Science,37,Female,13,5,55,57,5,0.9657334287067187,4.491794921636007,19,1,0,Medium,0.08023327778844658
EMP1280,Marketing,58,Male,14,4,45,35,4,0.9645776136587004,4.454492003679814,11,1,1,Medium,0.010073580812134494
EMP1281,Finance,41,Male,12,3,39,86,8,0.8377740373525709,2.486078300974293,6,2,0,Medium,0.21775541886807726
EMP1282,Finance,27,Female,4,2,37,48,7,0.9402282262767154,1.8355555708593725,14,1,0,Medium,0.3562177877138348
EMP1283,HR,40,Female,13,1,51,67,6,0.8581285938613062,4.100584310914378,19,1,1,High,0.0
EMP1284,Engineering,26,Female,7,4,36,28,2,0.8594985339985337,2.7323208144085247,10,1,1,Low,0.24180914275066018
EMP1285,Engineering,24,Male,6,5,58,97,3,0.8592696153761161,1.7681679742360163,6,1,1,Medium,0.7325062143086503
EMP1286,HR,22,Male,10,3,35,92,9,0.9451136495119896,4.617701369268601,21,1,1,High,0.04955165241448957
EMP1287,HR,59,Male,2,1,41,86,9,0.8459652083585072,1.7924167769643495,5,1,2,Medium,0.316699174416056
EMP1288,HR,36,Female,8,5,48,86,5,0.800181167049218,1.1032286727649243,5,1,1,Medium,0.3599757717068115
EMP1289,Marketing,55,Male,10,5,39,67,3,0.9430473706965267,1.0811198950696799,8,1,1,Medium,0.5890840420039165
EMP1290,Data Science,56,Male,9,2,53,37,2,0.8342369487670251,3.489261425817057,24,1,1,Low,0.15944126432523212
EMP1291,Engineering,46,Female,5,2,45,75,8,0.8208964790615669,3.6467002428701214,20,1,2,High,0.0
EMP1292,Marketing,45,Male,10,1,57,19,6,0.8475032241188121,2.2441668202279357,12,1,1,Medium,0.5170678788706501
EMP1293,HR,33,Non-Binary,4,5,59,95,7,0.8759801044645408,2.2800439569882536,5,1,1,High,0.29489580497133067
EMP1294,Engineering,39,Female,6,2,36,86,1,0.8951812654946402,2.357975660239771,23,1,2,Medium,0.0
EMP1295,Marketing,36,Female,8,3,42,67,1,0.8089140081425262,3.7206341870355146,15,1,0,Medium,0.05765611205089946
EMP1296,Data Science,37,Male,11,3,43,82,2,0.9941146665254721,1.2325351641073143,21,1,1,Medium,0.49384114238732923
EMP1297,Marketing,48,Male,3,5,37,23,3,0.9432126106839116,4.716465410765302,14,1,2,Medium,0.12204763910810745
EMP1298,Data Science,29,Female,10,2,36,93,1,0.8646388130648672,1.8900841767097858,16,0,2,Low,0.5252778167779516
EMP1299,HR,46,Female,11,1,41,24,5,0.8637394514570795,4.998692820968369,13,1,1,Medium,0.059600867298612
EMP1300,Data Science,38,Female,11,1,39,42,3,0.8897085098736919,1.686090775148748,11,1,1,Low,0.5533891800455821
EMP1301,Engineering,50,Male,1,1,55,26,1,0.9252489645526066,4.08618582924951,16,2,1,Medium,0.0
EMP1302,HR,29,Female,4,3,39,33,8,0.8292746133177936,1.8936501797185001,19,1,1,Medium,0.5203212782292286
EMP1303,Engineering,36,Female,4,2,54,39,6,0.8377859627529904,1.323387206573016,12,1,1,Medium,0.3450445604140414
EMP1304,Finance,48,Female,1,2,47,71,9,0.9718869165667102,4.499733297402596,21,1,1,High,0.02782045960209799
EMP1305,Sales,28,Female,9,3,55,22,3,0.8512509847778146,4.435005036763568,9,0,1,Low,0.2155579469230639
EMP1306,Data Science,24,Female,3,1,54,71,9,0.8760389995950355,2.6142815697984054,18,1,1,Medium,0.0
EMP1307,Sales,50,Female,5,1,40,56,9,0.9742543701900235,3.8095845701617073,6,1,1,Medium,0.09660928553563208
EMP1308,Sales,45,Male,6,5,54,25,1,0.9326295658799645,3.2282637307356685,20,1,1,Low,0.2560280893678954
EMP1309,Data Science,24,Female,8,4,52,75,3,0.8683423758683377,4.411824454694996,21,1,1,Medium,0.0
EMP1310,HR,41,Male,6,2,59,90,6,0.9367399091449242,2.2602238772746177,7,1,1,Medium,0.42774211112373434
EMP1311,Finance,36,Male,3,2,36,52,8,0.8039366430762828,3.0946895999959407,5,2,1,Medium,0.0
EMP1312,Engineering,46,Male,6,2,59,17,4,0.9471285320022731,2.941489484818202,22,1,0,Medium,0.5097075306412628
EMP1313,Marketing,51,Male,1,4,40,12,5,0.8974032081032479,2.415623305027435,22,1,1,Medium,0.0
EMP1314,Engineering,35,Male,4,5,43,21,9,0.9626364294568923,4.565820258225489,8,2,1,High,0.0
EMP1315,Marketing,28,Male,6,4,59,93,6,0.9909275304012937,1.663511698650142,19,2,1,High,0.8362024550988466
EMP1316,Engineering,38,Female,7,1,37,25,7,0.9851577098989137,1.5980345580827846,23,0,1,Medium,0.40543402941418755
EMP1317,Data Science,41,Female,11,1,35,87,7,0.9818530086910682,3.3076381412910054,23,0,0,Medium,0.07629582567139714
EMP1318,Finance,57,Male,13,2,35,89,4,0.9024339911867775,3.629976919939768,14,0,1,Medium,0.0
EMP1319,Marketing,30,Female,11,3,53,68,4,0.8720284228277877,1.7784770172982607,9,1,1,Medium,0.5651914336867379
EMP1320,HR,59,Female,10,2,39,58,4,0.8930070649461346,2.5628697690184965,23,2,2,Medium,0.052514465878827146
EMP1321,Engineering,43,Male,3,3,47,72,5,0.9379792006626722,4.786255371914975,15,1,1,Medium,0.1359718213000896
EMP1322,Engineering,23,Male,9,4,53,71,5,0.9767995553742373,1.986469690762696,11,1,1,Medium,0.4874240169233242
EMP1323,Marketing,45,Female,12,1,46,58,8,0.841397260600024,3.6734428084695763,9,2,1,High,0.0
EMP1324,HR,29,Female,12,3,50,60,9,0.9836386316923407,3.9605975747903632,24,1,1,High,0.0
EMP1325,HR,32,Female,7,4,59,42,2,0.9630360463939778,2.792514797860638,16,1,0,Medium,0.3436446818751299
EMP1326,Data Science,34,Male,14,1,59,39,7,0.9957712030356469,4.7501039470383315,23,2,0,Medium,0.5589563332862577
EMP1327,Data Science,38,Male,1,3,53,68,1,0.9760503546563375,3.946626940875162,19,2,1,Medium,0.13854377816563823
EMP1328,Data Science,29,Male,2,2,37,85,1,0.8559874659383814,2.8316983194435914,16,2,1,Medium,0.0
EMP1329,Data Science,42,Male,1,2,46,24,4,0.8211911822688096,3.277340807104376,8,1,1,Medium,0.0
EMP1330,Data Science,39,Male,11,2,39,91,7,0.8224482143983177,3.7704537737004027,16,1,0,High,0.0
EMP1331,Data Science,51,Male,9,4,36,32,2,0.8582446637156552,3.368760721716873,22,0,1,Medium,0.0
EMP1332,Finance,39,Female,9,2,56,87,2,0.9228367447969079,4.514790335304303,21,1,1,Medium,0.3750227387959617
EMP1333,HR,52,Female,7,5,41,54,1,0.9608640652194345,2.4275546491216047,23,2,1,Medium,0.05285392018314015
EMP1334,Data Science,59,Male,10,1,47,71,2,0.9798500613963129,2.1995429602232197,20,1,1,Medium,0.08762125793216632
EMP1335,HR,53,Female,3,4,59,88,7,0.9247506768738466,1.8553555579810572,15,1,1,High,0.8990299547099525
EMP1336,HR,32,Male,13,2,49,80,9,0.8011262625496108,1.1511318722583805,6,1,2,Medium,0.4445709140135367
EMP1337,Sales,46,Male,5,1,56,24,6,0.8372633553037068,1.1720558575202213,20,0,0,Low,0.8199229298077364
EMP1338,Finance,54,Male,4,3,37,55,2,0.8199452407706737,4.480220772437131,5,1,1,Medium,0.0
EMP1339,Data Science,59,Female,7,2,55,73,9,0.8726648951138021,3.7135725856236292,21,0,1,High,0.230408978354919
EMP1340,Engineering,29,Non-Binary,14,1,54,55,7,0.9002701987267492,3.6421296617459444,22,1,1,Medium,0.03742167348024784
EMP1341,Marketing,32,Female,9,5,39,65,1,0.8086794357157122,3.458571275739544,17,0,1,Low,0.23678195684438652
EMP1342,Engineering,43,Male,12,3,58,53,9,0.8696955951591311,4.3968765787764195,9,2,1,High,0.43594859397738583
EMP1343,Finance,45,Female,2,5,42,84,2,0.8358359349250646,2.92106770266251,10,1,2,Medium,0.041537962250598984
EMP1344,Marketing,38,Male,13,1,56,38,4,0.9294140332517749,4.481643314233201,5,1,1,Medium,0.16168878189140767
EMP1345,Finance,33,Female,8,5,35,71,9,0.892854473864868,2.4377801047289567,14,0,1,High,0.0
EMP1346,HR,53,Female,9,1,42,98,4,0.8990635293867818,4.706830017356362,9,2,1,Medium,0.0
EMP1347,Marketing,36,Male,10,1,58,61,3,0.8855383576066922,3.7946279203249604,5,1,1,Medium,0.5281495399253413
EMP1348,HR,37,Female,14,5,52,63,1,0.9912039420973133,2.028708544097709,15,1,1,Medium,0.004767289462229595
EMP1349,Engineering,43,Female,10,1,54,97,7,0.8429470250243127,3.2563396867545005,11,1,1,High,0.0
EMP1350,Engineering,49,Male,9,2,50,66,6,0.9033328519687749,3.1321222459530222,22,1,1,Medium,0.04300891561717522
EMP1351,Marketing,41,Female,14,1,52,92,4,0.9472034736730672,1.5515952869213359,24,0,1,Medium,0.3196175351757255
EMP1352,Marketing,54,Male,10,4,54,75,6,0.9113688826269125,3.3649716230024564,14,1,1,Medium,0.0
EMP1353,Data Science,31,Female,14,1,46,31,6,0.9858041771433602,2.259142494867832,19,1,1,Medium,0.0
EMP1354,Finance,53,Female,7,4,47,29,4,0.8755936711282568,1.2093950672384097,8,2,0,Low,0.6542504229664516
EMP1355,Data Science,54,Female,9,1,47,42,6,0.8927351611546356,4.7946246308262594,20,1,0,Medium,0.12587612397600687
EMP1356,Finance,23,Female,9,1,44,81,8,0.8177044630429458,3.565961476257151,19,1,2,Medium,0.048292994517758675
EMP1357,Data Science,54,Female,14,5,41,34,3,0.9217998222103857,4.507675727483388,19,0,1,Medium,0.06320232236170215
EMP1358,HR,54,Male,3,2,59,55,4,0.8576423936896213,3.7042240200530125,16,1,2,Medium,0.44730452728380016
EMP1359,Marketing,34,Female,4,2,48,82,1,0.8320618079031138,2.4279347685604518,12,0,0,Low,0.21013271768604685
EMP1360,Engineering,51,Male,2,3,58,66,4,0.9089062585809017,3.0507522893152457,12,0,1,Medium,0.4696930634962758
EMP1361,Finance,54,Female,10,5,50,96,9,0.9064620526759821,3.7029870413887083,22,1,1,High,0.0
EMP1362,Finance,34,Male,3,5,49,14,8,0.8151743282448095,4.84100930080575,10,1,2,Medium,0.011108835130483316
EMP1363,Engineering,47,Male,11,2,46,64,4,0.9396430906988946,2.014677836486786,9,1,0,Medium,0.0
EMP1364,Data Science,43,Female,11,5,43,70,7,0.9247544381301706,4.499908234496471,6,1,1,High,0.11629025725441394
EMP1365,Finance,23,Male,5,2,42,98,3,0.8378034565492994,4.696311221177078,16,0,1,Medium,0.0
EMP1366,HR,59,Female,5,5,52,17,9,0.8938869724308088,3.681662058635826,8,1,2,Medium,0.0030948088267830185
EMP1367,Marketing,47,Male,6,1,57,25,4,0.944064583295712,4.725066509605352,17,1,2,Medium,0.24949281257461967
EMP1368,Engineering,36,Male,13,2,52,57,2,0.9058871481082553,2.591514349909474,21,1,2,Medium,0.10168308890128515
EMP1369,Marketing,55,Female,7,2,47,70,5,0.879097815236714,4.812064704161771,20,1,2,Medium,0.06273281202738094
EMP1370,Finance,32,Male,7,4,52,24,2,0.8644676916161887,3.8111315086638995,13,2,0,Medium,0.05569478823405032
EMP1371,Finance,24,Male,1,5,49,74,6,0.9220787733288107,1.1680230696752476,5,2,0,Medium,0.3186977147831178
EMP1372,Engineering,27,Female,14,5,38,31,1,0.9878217396620481,4.627491327276211,19,2,0,Medium,0.0
EMP1373,HR,30,Male,2,2,51,12,6,0.9343489680954967,2.9378912361327703,16,2,1,Medium,0.02235994544459053
EMP1374,Sales,27,Female,12,1,39,63,4,0.8149491807272632,2.8413079391113314,9,0,1,Medium,0.0
EMP1375,Engineering,30,Male,9,1,56,23,3,0.8921369946964268,3.265866423918537,22,1,2,Low,0.643489296267734
EMP1376,Sales,52,Male,10,1,50,45,2,0.9781648263021255,1.5975381870849117,24,1,1,Low,0.38390873972332784
EMP1377,Data Science,53,Female,2,5,43,91,7,0.8188924851602174,2.8766641942695945,6,1,1,High,0.0
EMP1378,Sales,33,Male,6,4,44,91,9,0.9977751424275086,4.324508866870983,8,2,2,High,0.17967534654264916
EMP1379,HR,29,Male,11,2,58,76,3,0.9898138787290842,1.0619298365500613,19,1,1,Medium,0.8439485827995765
EMP1380,Data Science,29,Male,11,3,52,19,6,0.8156548961459752,2.091668641297485,10,1,0,Medium,0.016679366453099267
EMP1381,Sales,49,Male,1,4,51,58,9,0.986682664089911,1.0098183457753769,16,0,1,Medium,0.5985226535671357
EMP1382,Data Science,41,Female,3,3,52,74,2,0.8726265180518925,2.6628452365993933,22,2,1,Medium,0.0
EMP1383,Sales,28,Male,2,4,41,66,7,0.9689418334151725,3.9132620419749387,24,2,1,High,0.0
EMP1384,HR,32,Female,3,1,38,36,5,0.8836766675426543,4.195087316458514,8,0,1,Medium,0.0
EMP1385,Sales,41,Female,5,5,39,84,5,0.8881710225405032,4.780759044508026,5,2,0,High,0.08583512330053901
EMP1386,Sales,37,Male,11,3,57,14,7,0.9268486181955086,3.434018451883146,19,1,2,Medium,0.4875656363228237
EMP1387,Sales,25,Female,10,4,50,80,9,0.9548954838551966,2.018507466611582,22,0,1,High,0.0
EMP1388,Engineering,27,Male,6,5,37,92,4,0.8067578301896497,4.696591796546796,18,1,1,Medium,0.09979543221425496
EMP1389,Engineering,43,Non-Binary,9,3,52,66,9,0.9186311991054269,4.101263015521504,7,1,2,High,0.0
EMP1390,Engineering,47,Male,12,2,57,24,9,0.8373465988194743,3.297713932012578,19,0,1,Medium,0.5211639625649167
EMP1391,HR,24,Female,11,4,55,85,4,0.8691899035726406,3.782560862875744,9,1,1,Medium,0.0
EMP1392,Data Science,35,Female,10,2,48,39,3,0.8695937332310433,4.697265420029717,7,2,1,Medium,0.0
EMP1393,Finance,32,Male,12,1,49,29,2,0.8938120680442307,3.8495761138916866,11,1,1,Low,0.15098326846234397
EMP1394,Sales,39,Female,12,2,51,46,9,0.8668272823752348,2.473498030338936,10,1,1,Medium,0.10560303715657138
EMP1395,Sales,33,Female,13,2,35,12,2,0.8214722236901336,3.8521128091563868,5,1,1,Low,0.1477218783433829
EMP1396,HR,44,Male,4,4,59,82,6,0.8291257477050903,1.1611126509415515,23,0,0,Medium,0.7957551470988244
EMP1397,Sales,33,Male,7,1,55,50,5,0.8066875971122196,2.545662247322325,11,1,1,Medium,0.05068113976630492
EMP1398,Engineering,34,Female,6,2,51,48,5,0.8940498170657509,2.625292127382317,8,1,1,Medium,0.05452584830261195
EMP1399,Finance,46,Female,2,5,57,35,4,0.9908895389705977,1.6673529376833387,16,1,1,Medium,0.8886952607473172
EMP1400,Marketing,40,Non-Binary,10,3,59,11,6,0.8231350447296234,1.0923419222070807,24,0,1,Medium,0.8211124776844667
EMP1401,Sales,57,Female,11,2,45,32,5,0.9892528986006164,1.5335249465509713,22,1,2,Medium,0.3581751084720169
EMP1402,Engineering,29,Female,11,1,51,32,4,0.9466723029464187,3.6184859831882203,13,1,1,Medium,0.0
EMP1403,Marketing,50,Female,11,2,48,94,9,0.9274997605868327,4.209155265454751,23,2,1,High,0.002567231520761203
EMP1404,Finance,53,Male,8,3,54,25,6,0.9290555510647126,4.952813970907897,8,0,1,Medium,0.02495924760743834
EMP1405,Marketing,39,Male,7,1,53,18,3,0.9653455296792565,2.385454012433977,5,1,1,Low,0.18528283521515637
EMP1406,Engineering,27,Female,7,4,55,22,6,0.8213839728759643,3.397516889044407,13,0,1,Medium,0.0019203420965547232
EMP1407,Data Science,39,Female,14,1,41,37,1,0.9009508647131084,4.748579867260488,19,1,1,Medium,0.0
EMP1408,Data Science,40,Male,8,4,58,36,5,0.9394182276521517,1.6681671253526105,12,0,1,Medium,0.8667355284454679
EMP1409,Marketing,43,Male,12,1,47,60,6,0.9173640890147128,3.8705823453709707,19,2,1,Medium,0.01811122888894299
EMP1410,HR,58,Female,12,3,52,73,8,0.966555814204659,4.019914932596652,19,1,1,High,0.10018704135410883
EMP1411,Marketing,53,Female,13,3,57,61,9,0.8144543418022704,1.3559021434773535,22,1,1,Medium,0.8000160507407086
EMP1412,Sales,24,Male,14,1,48,90,3,0.9381402078998332,4.44499754073226,11,0,1,Medium,0.0
EMP1413,Sales,49,Male,11,2,35,47,2,0.9068055460769435,4.252420188443375,22,1,1,Medium,0.0
EMP1414,Data Science,31,Male,1,3,41,74,4,0.8758321727959887,1.1336120263097378,20,1,1,Medium,0.3800070076881583
EMP1415,HR,56,Male,13,4,42,27,8,0.8680549964468062,1.364337659520206,6,0,0,Medium,0.4742903305433599
EMP1416,Engineering,50,Male,1,4,52,72,8,0.9241665265548386,1.1965075755674093,8,1,0,Medium,0.1929726455486605
EMP1417,Sales,36,Male,8,5,43,60,3,0.9781990749288529,2.338974127197449,24,2,1,Medium,0.004117951694893489
EMP1418,Data Science,54,Female,4,4,35,18,4,0.899235185220223,3.0371559627197047,20,1,1,Low,0.2513675215793306
EMP1419,Finance,28,Male,5,5,56,22,3,0.964944632815384,3.1293909118185153,7,2,1,Medium,0.33385121147184804
EMP1420,Data Science,33,Female,8,1,51,49,2,0.8804312763687936,2.0706670390777706,6,2,1,Low,0.20746280098168474
EMP1421,Sales,51,Female,5,1,53,64,4,0.8204788925586354,4.646387546241097,7,2,1,Medium,0.0
EMP1422,Sales,42,Male,10,1,40,88,6,0.8123011472917278,2.4730511594876528,9,1,1,Medium,0.0
EMP1423,Data Science,52,Female,4,2,37,52,5,0.8102668742647355,1.18220062386141,6,1,1,Medium,0.35915801498686833
EMP1424,Engineering,45,Male,12,2,58,53,3,0.876030028391534,2.2009084461655455,23,1,1,Medium,0.32893080075329895
EMP1425,Marketing,41,Female,6,5,39,77,2,0.8674475501671685,3.124437690176622,24,1,2,Medium,0.06836183119363326
EMP1426,Sales,58,Male,13,4,36,42,9,0.9435874047245139,2.632887290352928,6,2,2,High,0.0
EMP1427,Data Science,25,Female,12,4,54,33,1,0.9485643003169731,2.0953700763970367,6,0,1,Low,0.10970899929520728
EMP1428,Data Science,49,Female,5,1,59,45,9,0.810170793766748,1.5252929990572697,24,1,2,Medium,0.9767928666839534
EMP1429,HR,41,Male,14,3,38,19,1,0.844224652577803,4.276658000384919,22,1,1,Low,0.29607400118240357
EMP1430,Marketing,45,Male,7,2,44,29,7,0.8548523700317799,4.9845809684967675,24,1,1,Medium,0.0
EMP1431,Finance,53,Female,14,2,44,84,6,0.909522396828562,2.3181685340955283,18,1,1,Medium,0.0
EMP1432,Engineering,57,Female,10,1,58,21,7,0.8289030447813901,2.5264841767064157,19,1,1,Medium,0.4242462971722711
EMP1433,Finance,55,Male,7,2,55,71,3,0.8267882438800002,3.472150098707828,16,0,2,Medium,0.03237550672314934
EMP1434,Marketing,57,Female,13,1,45,27,3,0.9887577778415916,3.8737658989421653,15,1,1,Medium,0.0
EMP1435,Marketing,23,Male,4,5,50,72,1,0.9608405814595562,2.568118139214365,15,1,2,Medium,0.1158565492822322
EMP1436,Marketing,36,Female,12,4,51,93,4,0.8361309804182341,4.619718067927261,11,1,1,High,0.0825224419181626
EMP1437,Finance,55,Male,13,3,50,34,2,0.8813135615810982,3.2400159569156735,16,1,1,Low,0.24819016320403386
EMP1438,Marketing,57,Female,5,4,41,21,8,0.8711243998515131,2.801560305623724,20,1,1,Medium,0.1356728490712121
EMP1439,Data Science,27,Male,13,4,50,30,3,0.9582008148130815,3.5866910126396205,9,1,1,Medium,0.04522899925709181
EMP1440,Finance,33,Male,3,5,37,34,7,0.9020425832956245,4.811215392996693,6,2,1,Medium,0.044858087925184725
EMP1441,Marketing,24,Male,4,2,50,20,7,0.8255699473986935,4.178209177686822,20,2,1,Medium,0.15576792718222424
EMP1442,Data Science,39,Male,14,3,42,73,9,0.9477984126312488,1.1600525221404974,19,2,2,High,0.5101219580727709
EMP1443,HR,42,Female,4,2,46,82,6,0.8793775956449839,2.3292396429598385,15,1,1,Medium,0.0
EMP1444,Marketing,36,Male,3,4,37,59,1,0.8525848495264294,2.882178739804891,10,2,1,Medium,0.06331951786719153
EMP1445,Finance,54,Female,13,1,51,71,8,0.8750997244041441,2.258070288836421,17,2,1,Medium,0.0
EMP1446,Sales,56,Male,10,4,55,98,1,0.8995513127213793,3.800750243321826,23,2,2,Medium,0.050415455095027796
EMP1447,Marketing,47,Male,5,2,52,58,3,0.868623103283402,4.305076599450324,14,0,1,Medium,0.04766135070198144
EMP1448,Sales,29,Male,5,4,45,23,5,0.8483811545183516,3.9253803807410863,23,2,1,Medium,0.0
EMP1449,Data Science,57,Male,11,1,38,10,8,0.8797004057607961,4.957333147313101,9,1,1,Medium,0.0
EMP1450,HR,51,Male,7,5,50,90,9,0.8038345821499797,2.0901905915721164,11,1,1,High,0.026525702358040228
EMP1451,Engineering,44,Male,4,2,51,34,7,0.9544995692192628,4.499957980097686,15,0,0,Medium,0.0
EMP1452,HR,35,Female,13,4,43,68,9,0.8341889787135172,4.066490660697944,18,1,1,High,0.031470994239075976
EMP1453,Marketing,35,Male,4,2,40,81,3,0.8087809227261274,2.4487150302325844,20,1,2,Medium,0.08058977770010689
EMP1454,Sales,23,Female,9,5,58,78,5,0.9307397385810159,3.9364981746278747,22,1,2,Medium,0.39694069357692446
EMP1455,Sales,58,Female,6,4,54,14,8,0.9547872257647345,1.4163038256729878,8,0,0,Medium,0.42245994767082595
EMP1456,Finance,26,Male,4,4,59,28,1,0.9627658263185687,4.15733392936221,5,2,2,Medium,0.5383424078555975
EMP1457,Sales,59,Male,2,2,36,32,8,0.89870183653212,3.1293224103484105,19,0,1,Medium,0.04731965832252261
EMP1458,Finance,35,Non-Binary,6,2,43,18,7,0.8410736369379971,2.1691606908370127,18,1,1,Medium,0.020082428967447368
